51	space.rock	specialty	0.660669235501882279
93	k7.records	electronic	0
57	folktronica	electronic	0
122	east.coast	hip-hop	0
59	big.beat	electronic	0
111	neo.soul	specialty	0
145	latin	specialty	0.542992216417180207
102	argentina	specialty	0
12	score	specialty	0
47	disco.house	electronic	0
91	nu.jazz	electronic	0
35	jazz.funk	specialty	0.326395390323961698
821	psychedelic.pop	alternative	0
822	freak.folk	alternative	0
400	samba	specialty	0.585190449716531447
402	psychedelic.trance	electronic	0
358	moog	electronic	0
367	pop.punk	alternative	0.687861603251030296
361	adelaide	hip-hop	0
362	riot.grrrl	alternative	0
385	georgia	specialty	0
332	horrorcore	hip-hop	0
363	no.wave	specialty	0
366	noise.pop	alternative	0
383	ambient.pop	alternative	0
368	san.diego	alternative	0
353	broken.beat	electronic	0
370	louisville	alternative	0
414	art.pop	alternative	0
292	electro.disco	electronic	0
247	psydub	electronic	0.581401147712222621
374	icelandic.lyrics	alternative	0
722	political	alternative	0
781	symphonic.black.metal	rock	0
785	captured.tracks	alternative	0
804	italo	electronic	0
779	grind	rock	0
742	sunshine.pop	specialty	0
786	beach	alternative	0
738	religious	specialty	0
739	audiophile	specialty	0
740	chinese	alternative	0
714	impulse	specialty	0
718	traditional.pop	specialty	0
733	library	specialty	0
758	2.tone	alternative	0
787	ukrainian	specialty	0
711	free.improvisation	specialty	0
282	instrumental.rock	rock	0.519773637598936356
744	chilout	electronic	0
808	minimalist	specialty	0
745	soundscape	electronic	0
721	standards	specialty	0
746	guitar.jazz	specialty	0
775	modern.metal	rock	0
760	liquid	electronic	0
699	ektoplazm	electronic	0
761	hauntology	electronic	0
756	estonian	specialty	0
764	polka	alternative	0
782	dark.psytrance	electronic	0
765	alternative.punk	alternative	0
767	official.bootleg	rock	0
727	drill.and.bass	electronic	0
708	contemporary.jazz	specialty	0
653	french.pop	alternative	0
788	beach.pop	alternative	0
734	piano.solo	specialty	0
752	wales	rock	0
762	twin.cities	hip-hop	0
763	gothenburg	rock	0
796	science.fiction	specialty	0
783	scandinavian	specialty	0
797	fantasy	specialty	0
720	broadway	rock	0.549882790812221689
795	rock.opera	rock	0
794	london	alternative	0
698	mpb	specialty	0.629189902112212152
799	sacred	specialty	0
803	nerdcore	hip-hop	0
800	medieval	specialty	0
222	permanent.vacation	electronic	0
220	dream.wave	electronic	0.559947302697302751
263	indian	specialty	0
217	heavy	rock	0
253	free.jazz	specialty	0
241	original.score	specialty	0
208	groovy	specialty	0
25	reggae	alternative	0.481890351575989473
126	miami	hip-hop	0
48	2step	electronic	0
87	mashup	hip-hop	0
228	field.recording	specialty	0
229	sound.collage	specialty	0
258	fusion	specialty	0
11	deep.house	electronic	0.666209685470893542
162	chopped.and.screwed	hip-hop	0
159	boston	alternative	0
246	psychill	electronic	0.52184952942606655
160	future.bass	electronic	0.319939061955294979
182	reggaeton	hip-hop	0
266	post.hardcore	alternative	0.65864442232845466
176	virginia	alternative	0
