Artist	Album	Song	Duration	Explicit
Pavement	Slanted and Enchanted	Summer Babe (Winter version)	3.267	0
My Bloody Valentine	Isn't Anything	Cupid Come	4.483	0
Ringo Deathstarr	Ringo Deathstarr	Some Kind of Sad	2.050	0
The Jesus and Mary Chain	Psychocandy	The Hardest Walk	2.667	0
The Horrors	Primary Colours	Do You Remember	3.467	0
Swirlies	Blonder Tongue Audio Baton	Pancake	3.250	0
Ceremony	Rocket Fire	Never Make You Cry	3.650	0
Moonshake	Eva Luna	City Poison	4.117	0
Stereolab	Peng!	The Seeming and the Meaning	3.800	0
Xiu Xiu	A Promise	Apistat Commander	4.583	0
Slowdive	Souvlaki	Missing You	4.267	0
Ride	Nowhere	Nowhere	5.383	0
Chapterhouse	Whirlpool	Treasure	6.400	0
