Artist	Album	Song	Duration	Explicit
Butthole Surfers	Psychic... Powerless... Another Mans Sac	Dum Dum	3.783	0
Devo	Duty Now for the Future	S.I.B. (Swelling Itching Brain)	4.517	0
Mission of Burma	The Obliterati	Donna Sumeria	5.617	0
Laughing Hyenas	Merry Go Round	That Girl	5.283	0
Future of the Left	Travels with Myself and Another	The Hope That House Built	3.683	0
No Age	Nouns	Eraser	2.667	0
Sonic Youth	EVOL	Star Power	4.800	0
Pixies	Surfer Rosa	Gigantic	4.017	0
The Sound	Jeopardy	Missiles	5.467	0
Liars	WIXIW	No.1 Against the Rush	5.167	0
Swans	The Seer	Mother of the World	9.967	0
