Artist	Album	Song	Duration	Explicit
LSD and the Search for God	LSD and the Search for God	This Time	3.300	0
Candy Claws	Hidden Lands	In the Deep Time	6.967	0
Whirr	Distressor	Leave	4.217	0
Bowery Electric	Bowery Electric	Next to Nothing	6.500	0
Beach House	Teen Dream	Used to Be	3.967	0
Real Estate	Had To Hear	Paper Dolls	2.600	0
Kitchens of Distinction	Strange Free World	Drive That Fast	5.600	0
Sun Dial	Reflecter	I Don't Mind	3.800	0
Ride Into the Sun	Sky Flowers	Lost Horse Valley	3.083	0
Deerhunter	Halcyon Digest	Helicopter	4.967	0
M83	Saturdays = Youth	Couleurs	8.567	0
