Artist	Album	Song	Duration	Explicit
Angel Olsen	Burn Your Fire for No Witness	Unfucktheworld	2.083	0
Klaxons	Love Frequency	There Is No Other Time	3.583	0
The Maccabees	Colour It In	Precious Time	4.283	0
Carissa's Wierd	Songs About Leaving	So You Wanna Be a Superhero	3.650	0
Delta Spirit	Into the Wide	From Now On	3.150	0
Arcade Fire	The Suburbs	The Suburbs	5.250	0
Interpol	Turn On the Bright Lights	Obstacle 1	4.183	0
Sonic Youth	Sister	Schizophrenia	4.633	0
Hüsker Dü	Zen Arcade	Something I Learned Today	2.183	0
American Football	American Football	Never Meant	4.467	0
Brand New	Daisy	At the Bottom	4.067	0
Eels	Electro-Shock Blues	Last Stop: This Town	3.450	0
Foo Fighters	Sonic Highways	Congregation	5.183	0
