Artist	Album	Song	Duration	Explicit
The Jesus and Mary Chain	Psychocandy	Just Like Honey	3.017	0
Weekend	Red	Sweet Sixteen	4.333	0
Spiritualized	Ladies and Gentlemen We Are Floating in Space	Broken Heart	6.633	0
Deerhunter	Halcyon Digest	Desire Lines	5.767	0
The Flaming Lips	The Soft Bulletin	A Spoonful Weighs a Ton	3.400	0
Ween	The Mollusk	Buckingham Green	3.333	0
At the Drive-In	Relationship of Command	One Armed Scissor	4.317	0
Low	Things We Lost in the Fire	Sunflower	4.650	0
Arcade Fire	Funeral	Wake Up	5.583	0
Franz Ferdinand	Franz Ferdinand	Take Me Out	3.950	0
The White Stripes	Elephant	Seven Nation Army	3.850	0
