Artist	Album	Song	Duration	Explicit
Frank Zappa	Freak Out!	Trouble Every Day	5.817	0
The Allman Brothers Band	A Decade of Hits 1969-1979	Jessica	7.467	0
Steely Dan	Aja	Black Cow	5.117	0
OutKast	Stankonia	Ms. Jackson	4.500	0
The Beach Boys	Pet Sounds	God Only Knows	2.833	0
The Beatles	Sgt. Pepper's Lonely Hearts Club Band	Lucy in the Sky With Diamonds	3.467	0
Pink Floyd	Meddle	A Pillow of Winds	5.183	0
David Bowie	Low	Speed of Life	2.783	0
Kate Bush	The Dreaming	Suspended in Gaffa	3.917	0
Björk	Homogenic	Bachelorette	5.200	0
Prince	1999	Little Red Corvette	5.050	0
Elvis Costello	My Aim Is True	Alison	3.367	0
Bob Dylan	Blood on the Tracks	If You See Her, Say Hello	4.817	0
