Artist	Album	Song	Duration	Explicit
Dexter Jones' Circus Orchestra	If Light Can't Save Us, I know Darkness Will	The Silence Is Far Too Loud	5.183	0
Astrosoniq	Sound Grenade	Astronomicon	5.867	0
35007	Liquid	Tsunami	11.100	0
Masters of Reality	Deep In The Hole	Third Man on the Moon	5.200	0
Hermano	Dare I Say	Murder One	4.150	1
Nightstalker	Use	Freakland	7.400	0
Earthless	Sonic Prayer Jam Live	Sonic Prayer Jam, Part 2	21.650	0
