Artist	Album	Song	Duration	Explicit
Passion Pit	Gossamer	Constant Conversations	3.917	0
Kimbra	The Golden Echo	Goldmine	4.667	0
MGMT	Oracular Spectacular	The Youth	3.800	0
The xx	Coexist	Angels	2.867	0
Phantogram	Voices	Fall in Love	3.733	0
Stereolab	Emperor Tomato Ketchup	Cybele's Reverie	4.700	0
Ellie Goulding	Halcyon	Anything Could Happen	4.767	0
Lorde	Pure Heroine	Royals	3.167	0
Banks	Goddess	Waiting Game	3.450	0
Lykke Li	Du Är Den Ende	Du är den ende	2.733	0
Thom Yorke	Tomorrow's Modern Boxes	A Brain in a Bottle	4.667	0
Cœur de pirate	Cœur de Pirate	La vie est ailleurs	2.450	0
Rx Bandits	Gemini, Her Majesty	Ruby Cumulous	4.850	0
