Artist	Album	Song	Duration	Explicit
Funki Porcini	Hed Phone Sex	B Monkey	7.350	0
Luke Vibert	Big Soup	Rank Rink Ring	6.667	0
All India Radio	Fall	Chameleon	3.617	0
Emancipator	Soon It Will Be Cold Enough	Anthem	5.667	0
Four Tet	Dialogue	Charm	5.067	0
Flying Lotus	1983	Bad Actors	1.467	0
Massive Attack	Heligoland	Paradise Circus	4.950	0
Saltillo	Ganglion	A Necessary End	5.967	0
Sneaker Pimps	Becoming X	Becoming X	4.250	0
UNKLE	Psyence Fiction	Lonely Soul	9.000	0
