Artist	Album	Song	Duration	Explicit
Scritti Politti	Cupid & Psyche 85	Perfect Way	4.717	0
Wall of Voodoo	Call of the West	Call of the West	5.967	0
Nick Cave & The Bad Seeds	The Good Son	The Ship Song	5.233	0
Foetus	Flow	The Need Machine	4.883	0
Against Me!	White Crosses	Because of the Shame	4.350	0
Sagittarius	Present Tense	My World Fell Down	2.900	0
Rob Zombie	Hellbilly Deluxe: 13 Tales of Cadaverous Cavorting Inside the Spookshow International	Superbeast	3.667	0
Barenaked Ladies	Barenaked Ladies Are Men	Why Say Anything Nice?	3.717	0
Buckethead	Closed Attractions	Antler Hill	9.517	0
Amplifier	The Astronaut Dismantles HAL	Continuum	8.833	0
