Artist	Album	Song	Duration	Explicit
UNKLE	Psyence Fiction	Lonely Soul	9.000	0
Morcheeba	Big Calm	Blindfold	4.633	0
Télépopmusik	Angel Milk	Close	3.300	0
Saltillo	Ganglion	A Necessary End	5.967	0
Amon Tobin	Out from Out Where	Mighty Micro People	5.800	0
Nightmares on Wax	Smokers Delight	Stars	6.983	0
Air	Moon Safari	Le Voyage de Pénélope	3.183	0
Lemon Jelly	Lost Horizons	Nice Weather for Ducks	6.133	0
I Monster	Neveroddoreven	Heaven	3.900	0
