Artist	Album	Song	Duration	Explicit
Katatonia	Dead End Kings	The Racing Heart	4.083	0
Opeth	Pale Communion	Eternal Rains Will Come	6.717	0
maudlin of the Well	Bath	The Blue Ghost / Shedding Qliphoth	7.950	0
Cynic	Traced in Air	Integral Birth	3.867	0
Dream Theater	Images and Words	Take the Time	8.350	0
Tool	10,000 Days	The Pot	6.350	0
Blotted Science	The Machinations of Dementia	E.E.G. Tracings	4.050	0
Between the Buried and Me	The Great Misdirect	Mirrors	3.617	0
Mastodon	Blood Mountain	Crystal Skull	3.450	0
