Artist	Album	Song	Duration	Explicit
Deerhunter	Halcyon Digest	Helicopter	4.967	0
Spiritualized	Sweet Heart Sweet Light	Hey Jane	8.850	0
Beach House	Bloom	Myth	4.300	0
The Flaming Lips	The Soft Bulletin	A Spoonful Weighs a Ton	3.400	0
Fleet Foxes	Fleet Foxes	White Winter Hymnal	2.450	0
Neutral Milk Hotel	In the Aeroplane over the Sea	Holland, 1945	3.200	0
Mogwai	Young Team	Tracy	7.367	0
Sigur Rós	Ágætis byrjun	Olsen Olsen	8.050	0
The Kinks	The Kinks Are the Village Green Preservation Society	Big Sky	2.867	0
The Velvet Underground	The Velvet Underground & Nico	Venus in Furs	5.167	0
Queens of the Stone Age	Songs for the Deaf	No One Knows	4.633	0
Arctic Monkeys	AM	Do I Wanna Know?	4.533	0
