Artist	Album	Song	Duration	Explicit
Jimi Hendrix	Band of Gypsys	Message to Love	5.417	0
The Beach Boys	Pet Sounds	God Only Knows	2.833	0
The Beatles	Sgt. Pepper's Lonely Hearts Club Band	Lucy in the Sky With Diamonds	3.467	0
The Kinks	The Kinks Are the Village Green Preservation Society	Big Sky	2.867	0
The Who	Tommy	Amazing Journey	3.383	0
Scorpions	Lonesome Crow	Leave Me	5.117	0
Queen	A Day at the Races	Somebody to Love	4.933	0
Pink Floyd	Meddle	Echoes	23.533	0
David Bowie	Hunky Dory	Changes	3.617	0
Santana	Supernatural	Put Your Lights On	4.750	0
