Artist	Album	Song	Duration	Explicit
Poor Righteous Teachers	The New World Order	We Dat Nice	4.283	0
Lawrence English	A Colour For Autumn	The Prelude To	2.267	0
Eluvium	Copia	Prelude for Time Feelers	5.800	0
Nils Frahm	Screws	You	3.133	1
Nils Frahm	Wintermusik	Nue	8.767	0
Philip Glass Ensemble	Glassworks	Opening	6.417	0
Max Richter	Songs from Before	Autumn Music 2	3.817	0
Harold Budd	In the Mist	The Whispers	2.717	0
Max Richter	Memoryhouse	Fragment	1.433	0
Terry Riley	A Rainbow in Curved Air	A Rainbow in Curved Air	18.767	0
