Artist	Album	Song	Duration	Explicit
Comus	First Utterance	Diana	4.667	0
Six Organs of Admittance	Dark Noontide	Regeneration	5.533	0
Headdress	Turquoise	Skydye	5.617	0
Mark Fry	Dreaming With Alice	Song for Wilde	2.550	0
Spirogyra	St. Radigunds	The Future Won't Be Long	4.317	0
Pentangle	Basket of Light	Light Flight	3.317	0
John Fahey	Death Chants, Breakdowns and Military Waltzes	Sunflower River Blues	3.350	0
Ry Cooder	Paradise and Lunch	Tamp 'em Up Solid	3.383	0
Linda Perhacs	Parallelograms	Parallelograms	4.550	0
John Lee Hooker	The Best Of Friends	I'm in the Mood	4.517	0
