Artist	Album	Song	Duration	Explicit
Novalis	Sommerabend	Aufbruch	9.633	0
Brand X	Unorthodox Behaviour	Nuclear Burn	6.383	0
Chick Corea	Chick Corea Elektric Band	City Gate	0.883	0
Novalis	Brandung	Wenn nicht mehr Zahlen und Figuren	3.117	0
Soft Machine	Volume Two	Hibou, Anemone and Bear	5.983	0
Steely Dan	Aja	Peg	3.917	0
Jon Hassell	Vernal Equinox	Viva Shona	7.133	0
Portico Quartet	Portico Quartet	Ruins	5.567	0
James Chance	Buy	My Infatuation	2.333	0
Miles Davis	Bitches Brew	Miles Runs the Voodoo Down	14.067	0
