Artist	Album	Song	Duration	Explicit
Max Richter	Songs from Before	Autumn Music 2	3.817	0
Stars of the Lid	And Their Refinement of the Decline	A Meaningful Moment Through a Meaning(less) Process	4.533	0
Harold Budd	In the Mist	Haru Spring	4.700	0
Nils Frahm	Wintermusik	Tristana	17.417	0
Max Richter	The Blue Notebooks	On the Nature of Daylight	6.183	0
Nils Frahm	Screws	You	3.133	1
Library Tapes	Fragment	Fragment VIII	3.550	0
Fjordne	Charles Rendition	Hazel	1.667	0
Eluvium	Copia	Indoor Swimming at the Space Station	10.483	0
