Artist	Album	Song	Duration	Explicit
Icon of Coil	Serenity Is The Devil	Regret	5.050	0
Pulse Legion	One Thing	Out From in Me	6.400	0
Ringtailed Snorter	Sexual Child Abuse	Absolute Void	4.517	0
Rational Youth	Cold War Night Life	Saturdays in Silesia	4.350	0
Skinny Puppy	Too Dark Park	Rash Reflection	3.467	0
Front 242	Front by Front	Headhunter v3.0	5.033	0
Angel Theory	Fatal Condition	Panic Attack	3.983	0
Das Ich	Die Propheten	Gottes Tod	8.133	0
Bruce Haack	The Electric Lucifer Book II	Ancient Mariner	4.017	0
a-ha	Hunting High and Low	The Sun Always Shines on T.V.	5.133	0
