Artist	Album	Song	Duration	Explicit
Marina & The Diamonds	The Family Jewels	Oh No!	3.033	0
Work Drugs	Runaways	Runaways	3.433	0
California Wives	Art History	Blood Red Youth	4.967	0
Oh Land	Earth Sick	Head Up High	3.533	0
Charlotte Gainsbourg	IRM	Me and Jane Doe	3.333	0
LAKE	Let's Build a Roof	Madagascar	3.217	0
Yukon Blonde	Tiger Talk	Stairway	3.383	0
Ayurveda	Being	Violet	2.783	0
Sunny Day Real Estate	Diary	Song About an Angel	6.233	0
Pinkunoizu	Free Time!	Time Is Like a Melody	3.600	0
Joensuu 1685	Joensuu 1685	(You Shine) Brighter Than Light	3.250	0
Rubblebucket	Survival Sounds	Carousel Ride	4.217	0
akron/family	Love Is Simple	Ed Is a Portal	7.517	0
