Artist	Album	Song	Duration	Explicit
Arthur Russell	World of Echo	Answers Me	2.167	0
Porter Robinson	Worlds	Sea of Voices	4.983	0
Knife Party	Abandon Ship	Give It Up	4.183	0
Skrillex	Scary Monsters and Nice Sprites	Kill EVERYBODY	4.983	0
deadmau5	Deadmau5: The Remixes	Some Chords	7.400	0
Kaskade	Fire & Ice	Let Me Go	4.517	0
ATB	Distant Earth	Magnetic Girl	5.050	0
Alice Deejay	Who Needs Guitars Anyway?	Will I Ever	3.467	0
Milk Inc.	Forever	Forever	4.517	0
Sudanim	Pleasure Flood	Pleasure Flood	3.700	0
Arash	Crossfade (The Remix Album)	Temptation (CMN remix)	3.800	0
