Artist	Album	Song	Duration	Explicit
Meat Loaf	Bat Out of Hell	Paradise by the Dashboard Light	8.500	0
Journey	Look Into The Future	Anyway	4.200	0
Frank Zappa	Sheik Yerbouti	Dancin' Fool	3.717	0
Peter Frampton	Frampton Comes Alive!	Baby, I Love Your Way	4.800	0
Tom Petty & The Heartbreakers	Hypnotic Eye	U Get Me High	4.183	0
Bob Seger	Night Moves	Night Moves	5.417	0
Rod Stewart	Every Picture Tells a Story	Maggie May	5.833	0
Elton John	Greatest Hits	Candle in the Wind	3.817	0
Steely Dan	Pretzel Logic	Pretzel Logic	4.533	0
Billy Joel	The Stranger	The Stranger	5.150	0
