Artist	Album	Song	Duration	Explicit
Nils Frahm	Wintermusik	Tristana	17.417	0
Harold Budd	In the Mist	The Whispers	2.717	0
Nils Frahm	Screws	You	3.133	1
Max Richter	The Blue Notebooks	The Trees	7.867	0
Philip Glass Ensemble	Glassworks	Opening	6.417	0
Ludovico Einaudi	Divenire	Fly	4.650	0
Brian Eno	LUX	LUX 2	18.217	0
