Artist	Album	Song	Duration	Explicit
Adachi Tomomi Royal Chorus	Yo	Ganzin	1.800	0
Toby Driver	In The L..L..Library Loft	Kandu vs. Corky (Horrorca)	15.233	0
Fred Frith	Guitar Solos	Ghosts	3.200	1
Meredith Monk	Songs From the Hill / Tablet	Lullaby	1.700	0
Aarktica	No Solace in Sleep	Elena	4.367	0
Brigitte Fontaine	Comme à la Radio	Comme à la radio	8.050	0
Jon Hassell	Vernal Equinox	Blues Nile	9.983	0
Doldrums	Secret Life of Machines	Colossal Scissors	15.583	0
