Artist	Album	Song	Duration	Explicit
Bruce Springsteen	Darkness on the Edge of Town	Badlands	4.067	0
Bob Dylan	The Freewheelin' Bob Dylan	Girl From the North Country	3.367	0
Leonard Cohen	Songs from a Room	The Partisan	3.433	0
Neil Young	Harvest	The Needle and the Damage Done	2.050	0
Eric Clapton	461 Ocean Boulevard	Let It Grow	4.967	0
Rod Stewart	Every Picture Tells a Story	Mandolin Wind	5.583	0
Jackson Browne	The Pretender	The Pretender	5.867	0
John Lennon	Imagine	Imagine	3.067	0
Billy Joel	The Stranger	The Stranger	5.150	0
Creedence Clearwater Revival	Chronicle	Fortunate Son	2.333	0
Lynyrd Skynyrd	Second Helping	Call Me the Breeze	5.117	0
Blue Öyster Cult	Secret Treaties	Astronomy	6.467	0
