Artist	Album	Song	Duration	Explicit
Harvey Milk	My Love Is Higher Than Your Assessment of What My Love Could Be	The Anvil Will Fall	7.567	0
The Dear Hunter	Act II: The Meaning of, & All Things Regarding Ms. Leading	Red Hands	6.117	0
Clinic	Free Reign II (Daniel Lopatin Versions)	You II	5.317	0
mewithoutYou	[A→B] Life	Bullet to Binary	2.783	0
Sam Roberts	We Were Born in a Flame	Brother Down	4.383	0
Owen	New Leaves	Amnesia and Me	3.667	0
Ghost Mice	All We Got Is Each Other	Disconnected	3.183	0
Spoon	The Agony Of Laffitte	Laffitte Don’t Fail Me Now	3.950	0
Fire Engines	Aufgeladen Und Bereit Fur Action Und Spass	Everything's Roses	3.333	0
Silver Daggers	New High & Ord	New High & Ord	4.700	0
Flipper	Generic	Sex Bomb	7.850	0
