Artist	Album	Song	Duration	Explicit
Rome	Masse Mensch Material	Wir Götter der Stadt	5.083	0
Die Weisse Rose	A Martyrium of White Roses	Im Nebel	1.283	0
Cult of Youth	Final Days	Empty Faction	2.850	0
October Falls	Tuoni	Harvest	1.767	0
Ulver	Kveldssanger	Naturmystikk	2.917	0
Dead Can Dance	Toward the Within	Rakim	6.433	0
Stille Volk	Nueit de Sabbat	La Danse de la corne	6.283	0
Nechochwen	Azimuths to the Otherworld	Allumhammochwen - The Crossing	7.850	0
Natural Snow Buildings	Slayer of the King of Hell	Broken Sword	10.433	0
Agalloch	The Mantle	In the Shadow of Our Pale Companion	14.750	0
