Artist	Album	Song	Duration	Explicit
Heathen	Victims of Deception	Opiate of the Masses	7.833	0
Dark Angel	Darkness Descends	Darkness Descends	5.867	0
Acrophet	Corrupt Minds	Slaves of Sin	2.717	0
Annihilator	Alice in Hell	Wicked Mystic	3.617	0
Mefisto	The Truth	Betrayed Truth	4.283	0
Nadimac	Drzavni Nepriajatelj Broj Kec	Zlo i Naopako	2.617	0
Sacrifice	Forward to Termination	Afterlife	4.217	0
Schizo	Main Frame Collapse	Violence at the Morgue	1.367	0
Sabbat	Dreamweaver	The Clerical Conspiracy	5.617	1
Noisem	Agony Defined	Voices in the Morgue	3.383	0
Dismember	Death Metal	Let the Napalm Rain	3.433	0
Death	Leprosy	Leprosy	6.333	1
