Artist	Album	Song	Duration	Explicit
Cyrus	From the Shadows	Indian Stomp	4.950	0
Photek	Modus Operandi	The Hidden Camera	6.800	0
A Guy Called Gerald	Black Secret Technology	So Many Dreams	6.733	0
Goldie	Timeless	State of Mind	7.100	1
Squarepusher	Music Is Rotted One Note	Dust Switch	4.467	0
Amon Tobin	Bricolage	Defocus	5.167	0
Sabrepulse	Chipbreak Wars	Skyfire Ace	2.400	0
London Elektricity	Billion Dollar Gravy	Different Drum	7.383	0
KOAN Sound	Funk Blaster	Meanwhile, in the Future	5.650	0
