Artist	Album	Song	Duration	Explicit
Keep of Kalessin	Through Times of War	Through Times of War	4.517	0
Alghazanth	Wreath of Thevetat	Moving Mountains	6.717	0
Alghazanth	The Polarity Axiom	The Herald for Reason	5.083	0
Ajattara	Noitumaa	Massat	3.833	0
Carpathian Forest	Defending the Throne of Evil	The Well of All Human Tears	5.600	1
Carcharoth	From the Cavern Come	Scars Ov Lvnatic Prayer	5.617	0
Dämmerfarben	Im Abendrot	Oktobersturm	7.233	0
Macabre Omen	The Ancient Returns	A Call From Gods to God	6.367	0
Alda	Tahoma	In the Wake of an Iron Wind	11.250	0
