Artist	Album	Song	Duration	Explicit
5ive	The Telestic Disfracture	Nitinol	5.817	1
Mars Red Sky	Mars Red Sky	Curse	4.067	0
Acrimony	Tumuli Shroomaroom	The Bud Song	4.950	0
Lowrider	Ode to Io	Convoy V	5.233	1
Earth	Pentastar: In the Style of Demons	Charioteer (Temple Song)	4.283	1
Mother Mars	Primitives	You Are Me	5.983	0
Lo-Pan	Sasquanaut	Savage Henry	7.083	0
Place of Skulls	With Vision	Last Hit	3.700	0
Acid King	III	Bad Vision	3.867	0
Electric Wizard	Come My Fanatics...	Return Trip	10.033	1
