Artist	Album	Song	Duration	Explicit
Seven Percent Solution	All About Satellites and Spaceships	All About Satellites and Spaceships	3.500	0
Giant Drag	Hearts and Unicorns	Kevin Is Gay	3.033	0
Cranes	Forever	Everywhere	3.683	0
Amusement Parks on Fire	Out of the Angeles	Out of the Angeles	6.500	0
Pale Saints	The Comforts of Madness	Sight of You	5.617	0
Mew	A Triumph for Man	Then I Run	3.917	0
Mazzy Star	So Tonight That I Might See	Fade Into You	4.883	0
Dinosaur Jr.	Green Mind	Green Mind	4.933	0
Sonic Youth	Goo	Kool Thing	4.100	0
Blonde Redhead	Misery Is a Butterfly	Elephant Woman	4.817	0
The Fiery Furnaces	Bitter Tea	Nevers	5.033	0
